name,href
"Margaret Powell, DC, Dipl. Ac.",https://www.ifm.org/practitioners/margaret-powell-dc-dipl-ac/
"Maria Hopp, MD",https://www.ifm.org/practitioners/maria-hopp/
"Maria N Vila, DO",https://www.ifm.org/practitioners/maria-n-vila-do/
"Maria Vera Nunez, MD",https://www.ifm.org/practitioners/maria-vera-nunez-md/
"Marie Steinmetz, MD",https://www.ifm.org/practitioners/marie-steinmetz-md/
"Marjorie Ordene, MD",https://www.ifm.org/practitioners/marjorie-ordene/
"Mark Eric Holthouse, MD",https://www.ifm.org/practitioners/mark-eric-holthouse-md/
"Mark Hyman, MD",https://www.ifm.org/practitioners/mark-hyman-md/
"Marlene Merritt, DOM, MS Nutrition",https://www.ifm.org/practitioners/marlene-merritt-dom-ms-nutrition/
"Marsha Manning, MD, MBA",https://www.ifm.org/practitioners/marsha-manning-md-mba/
"Martha Calihan, MD",https://www.ifm.org/practitioners/martha-calihan-md/
"Mary Braud, MD",https://www.ifm.org/practitioners/mary-braud-md/
"Mary E. Miller-Wilson, ANP-BC",https://www.ifm.org/practitioners/mary-e-miller-wilson-anp-bc/
"Mary Ellen Sullivan Chalmers, DMD",https://www.ifm.org/practitioners/mary-ellen-sullivan-chalmers-dmd/
"Mary S Farhi, MD, MPH, ABIHM, ABOIM, IFMCP, RYT",https://www.ifm.org/practitioners/mary-farhi-md-mph-ryt-abihm/
"Mary Hebert, MD",https://www.ifm.org/practitioners/mary-hebert-md/
"Mary Jo Fishburn, MD",https://www.ifm.org/practitioners/mary-jo-fishburn-md/
"Mary Penner, FNP",https://www.ifm.org/practitioners/mary-penner-fnp/
"Mary Reuss, MD",https://www.ifm.org/practitioners/mary-reuss-md/
"Matthew Everett, DO",https://www.ifm.org/practitioners/matthew-everett-do/
"Maurice Beer, MD, IFMCP",https://www.ifm.org/practitioners/maurice-beer-md-ifmcp/
"Maxine Thomas, MD",https://www.ifm.org/practitioners/maxine-thomas-md/
"May Tom, RD",https://www.ifm.org/practitioners/may-tom-rd/
"Melissa McClintock, ND, LAc",https://www.ifm.org/practitioners/melissa-mcclintock-nd-lac/
"Melissa Young, MD",https://www.ifm.org/practitioners/melissa-young-md/
"Meredith Rusthoven, DNP, CNM",https://www.ifm.org/practitioners/meredith-rusthoven-dnp-cnm/
"Michael Andrew Arata, MD",https://www.ifm.org/practitioners/michael-andrew-arata-md/
"Michael Arthur, MD",https://www.ifm.org/practitioners/michael-arthur-md/
"Michael Simmons, MD",https://www.ifm.org/practitioners/michael-simmons-md/
"Michel R. Gagnon, DC, MS, IFMCP",https://www.ifm.org/practitioners/michel-gagnon-dc-ms/
Michele Grundstein MD,https://www.ifm.org/practitioners/michele-grundstein/
"Michelle Leary-Chang, ND",https://www.ifm.org/practitioners/michelle-leary-nd/
"Mima Geere, MD",https://www.ifm.org/practitioners/mima-geere-md/
"Miriam Rahav, MD",https://www.ifm.org/practitioners/miriam-rahav-md/
"Miriam Torres, MD",https://www.ifm.org/practitioners/miriam-torres-md/
Mohamad Mustafa El Khatib,https://www.ifm.org/practitioners/mohamad-m-el-khatib-md/
"Mona S Ottum, MS, RDN",https://www.ifm.org/practitioners/mona-s-ottum-ms-rdn/
"Monica Eggleston, ARNP, FNP-C",https://www.ifm.org/practitioners/monica-eggleston-np/
"Monica German, MD",https://www.ifm.org/practitioners/monica-german-md/
"Monique Class, MS, APRN, BC",https://www.ifm.org/practitioners/monique-class-ms-aprn-bc/
"Myra Reed, MD",https://www.ifm.org/practitioners/myra-reed-md/
"Myrto Angela Ashe, MD",https://www.ifm.org/practitioners/myrto-ashe-md/
"Nancy A Scheinost, MD",https://www.ifm.org/practitioners/nancy-a-scheinost-md/
"Nancy Palermo Lietz, MD",https://www.ifm.org/practitioners/nancy-palermo-palermo-lietz-md/
"Nate Bergman, DO",https://www.ifm.org/practitioners/nate-bergman-do/
Nathan Morris,https://www.ifm.org/practitioners/nathan-morris-md/
"Nelsa Andersson Ciapponi, MD, IFMCP",https://www.ifm.org/practitioners/nelsa-ciapponi-md/
"Nic Peters, MD, IFMCP, Integrative and Functional Pediatrics",https://www.ifm.org/practitioners/nicolas-l-peters-md/
"Nicole Dotson, ND, LAc",https://www.ifm.org/practitioners/nicole-dotson-nd-lac/
"Nicole K. Fenske, DC",https://www.ifm.org/practitioners/nicole-k-fenske-dc/
"Nicole M Shorrock, MD",https://www.ifm.org/practitioners/nicole-m-shorrock-md/
"Nicole Peoples, DO",https://www.ifm.org/practitioners/nicole-peoples-do/
"Nikola Lozanov, MD",https://www.ifm.org/practitioners/nikola-lozanov-md/
"Nina Pesante, MD",https://www.ifm.org/practitioners/nina-pesante-md/
"Nora Galil, MD",https://www.ifm.org/practitioners/nora-galil-md/
"Oliver Cooperman, MD",https://www.ifm.org/practitioners/oliver-cooperman-md/
"P Michael Stone, MD, MS",https://www.ifm.org/practitioners/p-michael-stone-md-ms/
"Pamela Chapin, MD",https://www.ifm.org/practitioners/pamela-chapin-md/
"Patricia Murray, DO",https://www.ifm.org/practitioners/patricia-murray-do/
"Patrick Hanaway, MD",https://www.ifm.org/practitioners/patrick-hanaway-md/
"Paul A. Bergh, MD",https://www.ifm.org/practitioners/paul-bergh-md/
"Paula Kruppstadt, MD",https://www.ifm.org/practitioners/paula-j-kruppstadt-md/
"Peggy Frank, DC, CCN, DACBN, IFMCP",https://www.ifm.org/practitioners/peggy-frank-dc-ccn-dacbn/
"Penney Claire Stringer, MD",https://www.ifm.org/practitioners/penney-stringer-md/
"Persis Hope, NP",https://www.ifm.org/practitioners/persis-hope-np/
"Peter Anthony Jakacki, D.C., M.D.",https://www.ifm.org/practitioners/peter-anthony-jakacki-d-c-m-d/
"Peter Fallon, RPh",https://www.ifm.org/practitioners/peter-fallon-rph/
"Peter Kozlowski, MD",https://www.ifm.org/practitioners/peter-kozlowski-md/
"Petra Dorfsman, ND, CNS, IFMCP",https://www.ifm.org/practitioners/petra-dorfsman-nd-cns/
"Philip Oubre, MD",https://www.ifm.org/practitioners/philip-b-oubre-md/
"Phyllis J Heffner, MD",https://www.ifm.org/practitioners/phyllis-j-heffner-md/
"Phyllis Young, PA-C",https://www.ifm.org/practitioners/phyllis-young-pa-c/
"Rachael E Gonzalez, MD",https://www.ifm.org/practitioners/rachael-gonzalez/
"Rajka Milanovic Galbraith, MD",https://www.ifm.org/practitioners/rajka-milanovic-galbraith-md/
"Ramona Wallace, DO",https://www.ifm.org/practitioners/ramona-wallace-do/
"Randolph James, MD",https://www.ifm.org/practitioners/randolph-james-md/
"Rashel J Tahzib, DO",https://www.ifm.org/practitioners/rashel-j-tahzib/
"Rebecca D Ford, ND, MS, RN",https://www.ifm.org/practitioners/rebecca-d-ford-nd-ms-rn/
"Rebecca E Minser, MD",https://www.ifm.org/practitioners/rebecca-e-minser-md/
"Rebecca Freese, MD",https://www.ifm.org/practitioners/rebecca-freese/
"Rebekah Byrne, MD, MPH",https://www.ifm.org/practitioners/rebekah-byrne-md-mph/
"Regina Druz, MD, FACC, IFMCP",https://www.ifm.org/practitioners/regina-druz-md/
"Rekha Shah, MD, MD(H), Lyme, Mold, Bredesen protocol, broken brain, chemical sensitivity,autoimmune conditions...",https://www.ifm.org/practitioners/rekha-shah/
"Renee D Beyer-Boudreaux, FNP",https://www.ifm.org/practitioners/renee-d-beyer-boudreaux-fnp/
"ReNee Greenberg, RN, MS, LAc, IFMCP",https://www.ifm.org/practitioners/renee-greenberg-rn-lac/
"Rich Stagliano, MD",https://www.ifm.org/practitioners/rich-stagliano-md/
"Rich Sinda, DO",https://www.ifm.org/practitioners/richard-joseph-sinda-do/
"Richard Mayfield, DC, CCN, DACBN, IFMCP",https://www.ifm.org/practitioners/richard-mayfield-dc-ccn-dacbn/
"Richard Petersen, DC, CCN",https://www.ifm.org/practitioners/richard-petersen-dc-ccn/
"Richard W Walker Jr, MD, IFMCP, eMBA",https://www.ifm.org/practitioners/richard-w-walker-jr-md/
"Riffat Hanif Qadir, MD",https://www.ifm.org/practitioners/riffat-qadir-md/
"Robert D Sheeler, MD",https://www.ifm.org/practitioners/robert-d-sheeler-md/
"Robert Duca, DC, MS, DABCI",https://www.ifm.org/practitioners/robert-duca-dc-ms-dabci/
"Robert Hedaya, MD, DLFAPA",https://www.ifm.org/practitioners/robert-hedaya-md-dlfapa/
"Robert Sholl, MD",https://www.ifm.org/practitioners/robert-sholl-md/
"Robin Meneguzzo, FNP-C",https://www.ifm.org/practitioners/robin-meneguzzo-fnp-c/
"Robyn Jacobs, MD",https://www.ifm.org/practitioners/robyn-jacobs-md/
"Rosa N Schnyer, DAOM",https://www.ifm.org/practitioners/rosa-n-schnyer-daom/
"Rosemarie Diane Rose, MD",https://www.ifm.org/practitioners/rosemarie-diane-rose-md/
"RoseMary L Richards, M.D.",https://www.ifm.org/practitioners/rosemary-l-richards-m-d/
"Rudy Mueller, DC, IFMCP",https://www.ifm.org/practitioners/rudy-mueller-dc/
"Ruth Marie Wieland, MD, FACP",https://www.ifm.org/practitioners/ruth-marie-wieland-md-facp/
"Ryan Lazarus, MSc, CNS, DC",https://www.ifm.org/practitioners/ryan-lazarus-msc-cns-dc/
"Saima Khawaja, MD",https://www.ifm.org/practitioners/saima-khawaja-md/
"Sally Miller Davidson, APRN",https://www.ifm.org/practitioners/sally-miller-davidson-ms/
"Samantha R Shah, MD",https://www.ifm.org/practitioners/samantha-r-shah-md/
"Sarah E Nielsen, FNP",https://www.ifm.org/practitioners/sarah-e-nielsen-fnp/
"Sarah Elizabeth Bird, DNP",https://www.ifm.org/practitioners/sarah-elizabeth-bird-dnp/
"Sarah J Zielsdorf, MD, MS",https://www.ifm.org/practitioners/sarah-j-zielsdorf-md/
"Sarah LoBisco, ND",https://www.ifm.org/practitioners/sarah-lobisco-nd/
"Sarah Piestrup, FNP, LAc",https://www.ifm.org/practitioners/sarah-piestrup-fnp-lac/
"Scott Antoine, DO, FACEP, ABOIM, IFMCP",https://www.ifm.org/practitioners/scott-antoine-do/
"Scott Forman, MD",https://www.ifm.org/practitioners/scott-forman-md/
"Scott J Banks, DC, PC",https://www.ifm.org/practitioners/scott-j-banks-dc-pc/
"Scott Milton Jensen, MD",https://www.ifm.org/practitioners/scott-milton-jensen-md/
"Sean Davies, MSN, FNP-C",https://www.ifm.org/practitioners/sean-davies-msn-fnp-c/
Seema M Patel,https://www.ifm.org/practitioners/seema-m-patel/
"Serena Satcher, MD",https://www.ifm.org/practitioners/serena-satcher-md/
"Seth R. Osgood, DNP, FNP-BC, IFM-CP",https://www.ifm.org/practitioners/seth-robert-osgood-msn-fnp-bc/
"Shadi Vahdat, MD",https://www.ifm.org/practitioners/shadi-vahdat-md/
"Shannon Evans, DO",https://www.ifm.org/practitioners/shannon-evans-do/
"Sharon J. Magan, PhD, NP",https://www.ifm.org/practitioners/sharon-j-magan-phd-np/
"Sheila O'Grady Irwin, MD",https://www.ifm.org/practitioners/sheila-ogrady-irwin-md/
"Sheli Tinkelman, MS, PA-C, RD, CCN, ABAAHP",https://www.ifm.org/practitioners/sheli-tinkelman-ms-pa-c-rd-ccn-abaahp/
"Shelley A Meyer, DO, RDN",https://www.ifm.org/practitioners/shelley-a-meyer-do-rdn/
"Sheri Fox, PA-C, MMSc",https://www.ifm.org/practitioners/sheri-fox-pa-c-mmsc/
"Sherry Roddy Brewer, MD",https://www.ifm.org/practitioners/sherry-roddy-brewer-md/
"Sheryl Leventhal, MD",https://www.ifm.org/practitioners/sheryl-leventhal-md/
"Shezi Kirmani, MD, IFMCP, ABIM, ABOIM",https://www.ifm.org/practitioners/shezi-kirmani/
"Shilpa Patel Saxena, MD",https://www.ifm.org/practitioners/shilpa-saxena/
"Shirley Olson, NP-C, IFMCP",https://www.ifm.org/practitioners/shirley-olson-fnp/
"Shiroko Sokitch, MD",https://www.ifm.org/practitioners/shiroko-sokitch-md/
"Siranush K Cholakian, MD",https://www.ifm.org/practitioners/siranush-k-cholakian-md/
"Sonza L Curtis, MPAS, PA-C, ND",https://www.ifm.org/practitioners/sonza-l-curtis-mpas-pa-c-nd/
"Stacey Robinson, MD",https://www.ifm.org/practitioners/stacey-robinson-md/
"Stacie Stephenson, DC, CNS",https://www.ifm.org/practitioners/stacie-stephenson-dc-cns/
"Stephanie F Cave, MD",https://www.ifm.org/practitioners/stephanie-cave-md/
"Stephen Ducat, ND, PhD",https://www.ifm.org/practitioners/stephen-ducat-nd-phd/
"Stephen Nitz, MD",https://www.ifm.org/practitioners/stephen-nitz-md/
"Stephen Stevenson, MD",https://www.ifm.org/practitioners/stephen-stevenson-md/
"Steve Rudack, DC",https://www.ifm.org/practitioners/steve-rudack-dc/
Susan A Flanzman,https://www.ifm.org/practitioners/susan-a-flanzman/
"Susan Bane, MD, PhD",https://www.ifm.org/practitioners/susan-bane-md/
"Susan Beth Julian, NP",https://www.ifm.org/practitioners/susan-beth-julian-np/
"Susan Bradt, MD",https://www.ifm.org/practitioners/susan-bradt-md/
"Susan Haddow, MD",https://www.ifm.org/practitioners/susan-haddow-md/
"Susan Pickrel, MD",https://www.ifm.org/practitioners/susan-pickrel-md/
"Susanne Saltzman, MD",https://www.ifm.org/practitioners/susanne-saltzman/
"Susie Larson, MD",https://www.ifm.org/practitioners/susie-larson-md/
"Suzanne Ellison, MD, IFMCP",https://www.ifm.org/practitioners/suzanne-ellison-ramsay/
"Suzanne Mack, MD",https://www.ifm.org/practitioners/suzanne-mack-md/
"Suzanne R. Gosselin, DC, BSN",https://www.ifm.org/practitioners/suzanne-r-gosselin-dc-bsn/
"Suzanne S Hall, DDS",https://www.ifm.org/practitioners/suzanne-s-hall-dds/
"Suzy Martincak, CNM, FNP, ARNP",https://www.ifm.org/practitioners/suzy-martincak-cnm-fnp-arnp/
"Swathi Rao, PA-C",https://www.ifm.org/practitioners/swathi-rao-pa-c/
"Sylvie Wellhausen, DC, DABCI, DACBN",https://www.ifm.org/practitioners/sylvie-wellhausen-dc-dabci-dacbn/
"T.R. Morris, ND, IFMCP",https://www.ifm.org/practitioners/t-r-morris-nd/
"Tamika Henry, MD",https://www.ifm.org/practitioners/tamika-henry-md/
"Tanmeet Sethi, MD",https://www.ifm.org/practitioners/tanmeet-sethi-md/
"Tanya Borowski, Dip CNM",https://www.ifm.org/practitioners/tanya-borowski-dip-cnm/
"Teri Underwood, RD, MS, CD",https://www.ifm.org/practitioners/teri-underwood-rd-ms-cd/
"Theresa Tsingis, PA, MS, DC, MPH",https://www.ifm.org/practitioners/theresa-tsingis-pa-ms-dc-mph/
"Thomas A Sult, MD",https://www.ifm.org/practitioners/thomas-a-sult-md/
"Tigalat Shalita, DO",https://www.ifm.org/practitioners/tigalat-shalita-do/
"Timothy Paul Culbert, MD",https://www.ifm.org/practitioners/timothy-paul-culbert-md/
"Tina Shiver, RD",https://www.ifm.org/practitioners/tina-shiver-rd/
"Todd LePine, MD",https://www.ifm.org/practitioners/todd-lepine-md/
"Tom Andrew Malterre, MS, CN",https://www.ifm.org/practitioners/tom-malterre-ms-cn/
"Tracey O'Shea, MSN, FNP-C, IFMCP",https://www.ifm.org/practitioners/tracey-clow-msn-fnp-c/
"Tracy H McCarthy, MD",https://www.ifm.org/practitioners/tracy-h-mccarthy-md/
"Tracy Leclerc, DDS",https://www.ifm.org/practitioners/tracy-leclerc-dds/
"Trent G Orfanos, MD FACC, ABIHM, IFMCP, ABOIM",https://www.ifm.org/practitioners/trent-g-orfanos-md-facc-abihm-ifmcp-aboim/
"Tricia Judith O'Brien, MD",https://www.ifm.org/practitioners/tricia-judith-obrien-md/
"Trisha Howell, MSH, RD LD/N, IFMCP",https://www.ifm.org/practitioners/trisha-howell-msh-rd-ldn/
"Trudy Moon Eisel, DC, DACBN, CCN",https://www.ifm.org/practitioners/trudy-moon-eisel-dc-dacbn-ccn/
"Tulika Singh, MD",https://www.ifm.org/practitioners/tulika-singh-md/
"Val Treloar, MD",https://www.ifm.org/practitioners/val-treloar-md/
"Vanessa Gourdine, PsyD, MSN, APN-C, CFMP",https://www.ifm.org/practitioners/vanessa-gourdine-psyd-msn-apn-c-cfmp/
"Varsha Rathod, MD",https://www.ifm.org/practitioners/varsha-rathod-md/
"Veronica Anderson Dedegbe, MD",https://www.ifm.org/practitioners/veronica-anderson-dedegbe-md/
"Victoria Buckner, DO",https://www.ifm.org/practitioners/victoria-buckner-do/
"Vikki M Petersen, DC, CCN",https://www.ifm.org/practitioners/vikki-m-petersen-dc-ccn/
"Vikram Raya, MD",https://www.ifm.org/practitioners/vikram-raya-md/
"Vincent Pedre, MD, FMCP",https://www.ifm.org/practitioners/vincent-pedre-md/
"Virginia Shapiro, DC",https://www.ifm.org/practitioners/virginia-shapiro-dc/
"Wendy Rashidi, MD",https://www.ifm.org/practitioners/wendy-rashidi-md/
"Wendy Warner, MD",https://www.ifm.org/practitioners/wendy-warner-md/
"Wesley G Bradford, MD, MPH",https://www.ifm.org/practitioners/wesley-g-bradford-md-mph/
"West-Ky Abrams, DO",https://www.ifm.org/practitioners/west-ky-abrams-do/
"Will Mitchell, DOM, MS Nutrition",https://www.ifm.org/practitioners/will-mitchell-dom/
"Yousef Elyaman, MD",https://www.ifm.org/practitioners/yousef-elyaman-md/
"Yufang Lin, MD, FACP, FAAP, ABIHM",https://www.ifm.org/practitioners/yufang-lin-md-facp-faap-abihm/
"Yvonne Maywether, MD",https://www.ifm.org/practitioners/yvonne-maywether-md/
"Zorayda Torres, MD",https://www.ifm.org/practitioners/zorayda-torres-md/
Adam Moyer,https://www.ifm.org/practitioners/adam-moyer/
"Adonis Maiquez, M.D.",https://www.ifm.org/practitioners/adonis-maiquez/
"Adria Rothfeld, DC, MS",https://www.ifm.org/practitioners/adria-rothfeld-dc-ms/
"Adriane Nelson, CPNP",https://www.ifm.org/practitioners/adriane-nelson/
"Aimee Gallo, BS",https://www.ifm.org/practitioners/aimee-gallo-bs/
"Aimee Harrington, MS, RDN, CDN",https://www.ifm.org/practitioners/aimee-zimmermann/
"Ainsley Parks, DC, MS",https://www.ifm.org/practitioners/ainsley-parks-dc-ms/
"Albert Ray, MD",https://www.ifm.org/practitioners/albert-ray-md/
"Aleksandra Buhr, MD",https://www.ifm.org/practitioners/aleksandra-buhr-md/
Aleksandra Giedwoyn,https://www.ifm.org/practitioners/aleksandra-giedwoyn/
Alexandra Oumanets,https://www.ifm.org/practitioners/alexandra-oumanets/
"Alexandra Shustina, DO",https://www.ifm.org/practitioners/alexandra-shustina-do/
"Alexandra Zelenka, MD",https://www.ifm.org/practitioners/alexandra-zelenka/
"Alexis Henderson, MD",https://www.ifm.org/practitioners/alexis-henderson-md/
"Alice Prescott, DO",https://www.ifm.org/practitioners/alice-prescott-do/
"Alicia Grace Hollis, DO",https://www.ifm.org/practitioners/alicia-hollis-do/
"Alicia Williams, DO",https://www.ifm.org/practitioners/alicia-williams-do/
"Alison Grewal, MS, RD",https://www.ifm.org/practitioners/alison-grewal-ms-rd-ibclc/
"Alison Lechner, DO",https://www.ifm.org/practitioners/alison-lechner-do/
"Allison Devers, MD",https://www.ifm.org/practitioners/allison-devers-md/
"Allison Liu, MS, RD",https://www.ifm.org/practitioners/allison-liu-ms-rd/
"Allyne Rosenthal, DC",https://www.ifm.org/practitioners/allyne-rosenthal-dc/
"Alyse Snyder, L.Ac., Dipl. OM, MTOM",https://www.ifm.org/practitioners/alyse-snyder-l-ac-mtom/
Alyssa Daniel,https://www.ifm.org/practitioners/alyssa-daniel/
"Alyssa Vest, FNP",https://www.ifm.org/practitioners/alyssa-vest-fnp/
"Amar Kalidas, DO",https://www.ifm.org/practitioners/amar-kalidas-do/
"Amber B Warren, PA-C",https://www.ifm.org/practitioners/amber-b-warren-pa-c/
"Amber Valenti Armstrong, PA-C",https://www.ifm.org/practitioners/amber-valenti-armstrong-pa-c/
"Amelia Lee, MD",https://www.ifm.org/practitioners/amelia-lee-md/
"Ami Kapadia, MD",https://www.ifm.org/practitioners/ami-kapadia-md/
"Amy Denicke, DC, CFMP, AFMCP",https://www.ifm.org/practitioners/amy-denicke-dc/
"Amy M Sapola, Pharm.D.",https://www.ifm.org/practitioners/amy-m-sapola-pharm-d/
"Amy Myers, MD",https://www.ifm.org/practitioners/amy-myers-md/
"Amy Picco, D.O.",https://www.ifm.org/practitioners/amy-picco-d-o/
"Amy Savagian, MD",https://www.ifm.org/practitioners/amy-savagian-md/
"Ana maria Temple, MD",https://www.ifm.org/practitioners/ana-maria-temple/
"Ana Virginia Kato, MD",https://www.ifm.org/practitioners/ana-virginia-kato-md/
"Anca Sisu, MD",https://www.ifm.org/practitioners/anca-sisu-md/
"Andrea Patane, DC",https://www.ifm.org/practitioners/andrea-patane-dc/
"Andrew Montgomery Dale, MD",https://www.ifm.org/practitioners/andrew-dale-md/
"Andrew David Shiller, MD",https://www.ifm.org/practitioners/andrew-david-shiller-md/
"Andrew Dennis Timothy, DO, MS",https://www.ifm.org/practitioners/andrew-dennis-timothy-do-ms/
"Andrey Lutskovsky, DO",https://www.ifm.org/practitioners/andrey-lutskovsky-do/
"Angela N. Mosley, MD",https://www.ifm.org/practitioners/angela-n-mosley-md/
"Angela O Trotter, MS, CNS",https://www.ifm.org/practitioners/angela-o-trotter-ms/
"Angelica Salazar, MD",https://www.ifm.org/practitioners/angelica-salazar-md/
"Angie N Martinez, MD",https://www.ifm.org/practitioners/angie-n-martinez-md/
"Anjali C Dsouza, MD, ABIHM, ABPN, ABPS",https://www.ifm.org/practitioners/anjali-c-dsouza-md/
"Anjali Chanana-Gupta, MD",https://www.ifm.org/practitioners/anjali-chanana-gupta-md/
"Anju Mathur, MD",https://www.ifm.org/practitioners/anju-mathur-md/
"Anke Bellinger, MD",https://www.ifm.org/practitioners/anke-bellinger-md/
"Ann Hathaway, MD",https://www.ifm.org/practitioners/ann-hathaway-md/
Ann Yeawon Lee,https://www.ifm.org/practitioners/ann-lee/
"Ann Marie Collier, MD",https://www.ifm.org/practitioners/ann-marie-collier-md/
"Ann Marie Sabula, RD",https://www.ifm.org/practitioners/ann-marie-sabula-rd/
"Ann Elizabeth Stanger, MD",https://www.ifm.org/practitioners/ann-stanger-md/
"Anna Stone, ARNP",https://www.ifm.org/practitioners/anna-stone-arnp/
"Anne Kelly, MD, MPH",https://www.ifm.org/practitioners/anne-kelly-md-mph/
"Annmarie McDonagh, MD",https://www.ifm.org/practitioners/annmarie-mcdonagh-md/
Anshul Gupta,https://www.ifm.org/practitioners/anshul-gupta/
"Antonella Aguilera-Ruiz, ND",https://www.ifm.org/practitioners/antonella-aguilera-ruiz/
"April Marie Lind, MD",https://www.ifm.org/practitioners/april-marie-lind-md/
"Aric Cox, DC",https://www.ifm.org/practitioners/aric-cox/
"Armen Edward Nikogosian, MD",https://www.ifm.org/practitioners/armen-edward-nikogosian-md/
"Asma Jamil Sadiq, MD",https://www.ifm.org/practitioners/asma-jamil-sadiq-md/
"Aszani Stoddard, Nurse-midwife",https://www.ifm.org/practitioners/aszani-stoddard-nurse-midwife/
Audry Van Houweling,https://www.ifm.org/practitioners/audry-van-houweling/
"Avrom S Brown, DO",https://www.ifm.org/practitioners/avrom-s-brown-do/
"Aye Unnoppet, D.O.",https://www.ifm.org/practitioners/aye-unnoppet/
"Barbara Mikicki, MD",https://www.ifm.org/practitioners/barbara-mikicki-md/
"Barbara Solomon, MS, CNS, CFMP",https://www.ifm.org/practitioners/barbara-solomon/
"Barrye Einhaus, MD",https://www.ifm.org/practitioners/barrye-einhaus-md/
"Becky Jean Prideaux-Blodgett, MSN, ARNP- Family",https://www.ifm.org/practitioners/becky-jean-prideaux-blodgett-msn-arnp-family/
"Bela Bhatt-Koshal, DO",https://www.ifm.org/practitioners/bela-bhatt-koshal-do/
"Ben Weitz, DC",https://www.ifm.org/practitioners/ben-weitz-dc/
"Benjamin G Newman, MD",https://www.ifm.org/practitioners/benjamin-g-newman-md/
"Beth Ann Davenport, PharmD",https://www.ifm.org/practitioners/beth-ann-davenport/
"Beth Bartlett, DC",https://www.ifm.org/practitioners/beth-bartlett-dc/
"Beth Donnelly, MD",https://www.ifm.org/practitioners/beth-donnelly-md/
"Beth Maia Meneley, L.Ac.",https://www.ifm.org/practitioners/beth-meneley-l-ac/
"Bethanie Thompson, MD",https://www.ifm.org/practitioners/bethanie-thompson-md/
"Bethany A Krieger, ARNP",https://www.ifm.org/practitioners/bethany-a-krieger-arnp/
"Bethany Klug, DO",https://www.ifm.org/practitioners/bethany-klug-do/
"Bina Patel, MD",https://www.ifm.org/practitioners/bina-patel-md/
"Bindiya Gandhi, MD",https://www.ifm.org/practitioners/bindiya-gandhi-md/
"Blair Cuneo, PA-C",https://www.ifm.org/practitioners/blair-cuneo/
"Blair R Herrman, MSN-FNP",https://www.ifm.org/practitioners/blair-r-herrman-msn-fnp/
"Brad Shook, DC, BCIM, CSCS",https://www.ifm.org/practitioners/brad-shook-dc-bcim-cscs/
Brandon Manetta,https://www.ifm.org/practitioners/brandon-manetta/
"Brenda Wyrick, FNP",https://www.ifm.org/practitioners/brenda-wyrick-fnp/
"Brent A Caplan, DC, BCIM, CFMP",https://www.ifm.org/practitioners/brent-caplan-dc-cfmp/
"Brent D Noorda, DC",https://www.ifm.org/practitioners/brent-d-noorda-dc/
"Brian P Conner, DC, CNS, CDN",https://www.ifm.org/practitioners/brian-p-conner-dc-cns/
"Briana Marie Rueda, MS, DO",https://www.ifm.org/practitioners/briana-marie-rueda-ms-do/
"Brigid Titgemeier, MS, RDN, LD",https://www.ifm.org/practitioners/brigid-titgemeier-ms-rdn-ld/
"Brigitte Faas, DC",https://www.ifm.org/practitioners/brigitte-faas-dc/
"Bronwyn Fitz, MD",https://www.ifm.org/practitioners/bronwyn-e-s-fitz-md/
Brooke Lucas,https://www.ifm.org/practitioners/brooke-lucas/
"Brooke M Breitbach, DC",https://www.ifm.org/practitioners/brooke-m-breitbach-dc/
"Brooke Scheller, MS, CNS",https://www.ifm.org/practitioners/brooke-scheller/
"Brooke Stuart, DOM, AP, LAc - Holistic Doctor",https://www.ifm.org/practitioners/brooke-stuart/
"Bruce Sokoloff, MD, FACP",https://www.ifm.org/practitioners/bruce-sokoloff-md-facp/
"Cambria Marcy De Marco Perry, MSN, ACNP-BC, BA, BSN, RN, IFM Practitioner",https://www.ifm.org/practitioners/cambria-marcy-de-marco-perry-ba-bsn-msn-acnp/
"Cammy Benton, MD",https://www.ifm.org/practitioners/cammy-benton-md/
"Candice Burtner, Pharm.D.",https://www.ifm.org/practitioners/candice-burtner/
"Candice Candelaria, MS, RD, CSSD",https://www.ifm.org/practitioners/candice-candelaria-ms-rd/
Candice Hall,https://www.ifm.org/practitioners/candice-hall/
"Candice Hewitt, MS, LN, PA-C",https://www.ifm.org/practitioners/candice-hewitt/
"Carey D Vaughan, DO",https://www.ifm.org/practitioners/carey-d-vaughan-do/
"Carla Gibson, FNP",https://www.ifm.org/practitioners/carla-gibson/
"Carmen Barnes, MD",https://www.ifm.org/practitioners/carmen-barnes-md/
"Carmen Keith, MD",https://www.ifm.org/practitioners/carmen-keith-md/
"Carmencita Slabinski, MD",https://www.ifm.org/practitioners/carmencita-slabinski-md/
"Carol Ann Doroshow, MD, FAAP",https://www.ifm.org/practitioners/carol-doroshow-md/
"Carol H. Lipschultz, DC, DNBHE, CTN, HMC, PLC",https://www.ifm.org/practitioners/carol-h-lipschultz-dc-dnbhe-hmc-plc-ctn/
"Carol Lee Hilewick, Ph.D.",https://www.ifm.org/practitioners/carol-lee-hilewick-ph-d/
"Caroline B Schier, MD",https://www.ifm.org/practitioners/caroline-b-schier-md/
"Caroline Day, MD",https://www.ifm.org/practitioners/caroline-day-md/
"Carolyn A Candido, MD",https://www.ifm.org/practitioners/carolyn-a-candido-md/
